,IDs,Age,Annual_Income,Investment_Amount,Risk_Tolerance_Score,Months_of_Investing_Experience,Number_of_Active_Investments,Potential_Return_Rate,Investment_Duration,Investment_to_Income_Ratio,Education,Employment_Status,Marital_Status,Owns_Property,Has_Dependents,Investment_Sector,Has_Investment_Advisor
10305,10655,50.0,136096.0,56073.0,663,44,1.0,17.07,48,0.81,3,3,1,0,1,1,1,
10306,10656,20.0,127262.0,131814.590994711,523,25,2.0,15.95,12,0.64,2,1,3,0,0,1,0,
10307,10657,49.0,129634.0,151899.0,465,6,3.0,16.96,60,0.81,1,3,1,1,1,4,0,
10308,10658,22.0,92503.0,32370.0,440,100,3.0,6.87,48,0.43,3,2,2,1,1,2,1,
10309,10659,53.0,94196.0,185550.0,689,117,4.0,23.49,48,0.5,3,2,3,0,0,5,1,
10310,10660,31.0,87618.0,217054.0,631,65,2.0,14.0743642237595,36,0.68,2,4,3,0,0,4,0,
10311,10661,48.0,43184.0,183014.0,708,77,4.0,3.17,60,0.54,2,2,1,1,1,5,0,
10312,10662,44.3232547279944,36387.0,194974.0,411,43,1.0,5.86,24,0.32,4,4,1,1,1,2,1,
10313,10663,62.0,144103.0,65749.0,716,4,4.0,12.75,12,0.86,4,4,1,0,1,5,0,
10314,10664,45.0,71989.0,187537.0,673,81,2.0,18.38,36,0.78,4,2,3,1,0,4,0,
10315,10665,29.0,30875.0,98210.0,824,109,2.0,5.92,24,0.52,2,2,1,1,0,2,0,
10316,10666,24.0,101785.0,47294.0,841,97,3.0,19.34,12,0.55,1,2,1,1,0,3,0,
10317,10667,60.0,121139.0,167276.0,357,75,1.0,15.49,60,0.64,2,3,1,0,1,4,1,
10318,10668,56.0,95036.0,238366.0,632,31,2.0,6.12,24,0.41,1,1,1,0,0,3,1,
10319,10669,69.0,71242.0,176897.0,680,117,3.0,19.32,36,0.39,3,4,2,1,1,2,1,
10320,10670,20.0,114152.0,11416.0,518,95,1.0,23.17,60,0.6,1,1,2,1,1,4,1,
10321,10671,68.0,16733.0,217125.0,746,105,3.0,4.6,60,0.47,2,3,1,1,1,1,0,
10322,10672,52.0,93901.0,234432.0,681,103,3.0,15.63,36,0.78,3,1,3,1,1,2,1,
10323,10673,23.0,95094.0,128748.0,574,72,2.0,19.23,24,0.71,2,3,1,0,0,1,1,
10324,10674,38.0,64139.0,153160.0,595,77,2.0,14.18,60,0.56,2,3,1,0,1,3,0,
10325,10675,47.0,132572.0,163278.0,516,18,4.0,20.02,12,0.89,2,2,1,0,0,4,0,
10326,10676,57.0,107022.0,131814.590994711,372,89,4.0,8.42,12,0.29,2,2,2,0,0,1,1,
10327,10677,28.0,49453.0,168760.0,406,55,2.0,7.02,48,0.75,2,2,1,1,0,3,0,
10328,10678,53.0,15914.0,213381.0,758,93,3.0,13.05,24,0.51,4,1,1,1,0,5,0,
10329,10679,26.0,56431.0,180773.0,437,114,3.0,16.51,24,0.69,1,4,1,1,0,2,1,
10330,10680,21.0,66919.0,72465.0,1046,23,3.0,8.96,36,0.43,2,3,2,1,1,3,1,
10331,10681,51.0,67957.0,131814.590994711,751,16,2.52142419914303,14.0743642237595,48,0.3,1,1,1,0,1,1,1,
10332,10682,25.0,33044.0,79022.0,587,3,2.0,7.03,12,0.64,1,4,1,1,1,5,1,
10333,10683,44.3232547279944,53364.0,189745.0,1092,7,4.0,4.51,24,0.28,3,4,3,1,0,5,0,
10334,10684,64.0,90029.0,218476.0,732,24,3.0,14.0743642237595,36,0.71,1,1,1,0,1,4,1,
10335,10685,57.0,49080.0,232108.0,731,111,2.0,6.61,12,0.6,1,4,2,0,0,1,1,
10336,10686,23.0,19196.0,196135.0,714,93,4.0,21.39,48,0.89,3,4,3,0,1,1,0,
10337,10687,49.0,17951.0,236330.0,549,16,3.0,13.73,36,0.5,4,4,2,1,1,1,1,
10338,10688,25.0,146951.0,131814.590994711,782,35,4.0,16.94,48,0.73,1,4,2,1,1,3,1,
10339,10689,31.0,80129.8897460505,194802.0,720,19,2.0,9.2,36,0.25,3,3,1,0,0,2,1,
10340,10690,57.0,45371.0,31157.0,610,56,4.0,7.19,12,0.9,2,1,3,1,0,5,1,
10341,10691,26.0,63149.0,242305.0,428,32,4.0,14.97,24,0.66,1,4,3,1,1,5,1,
10342,10693,44.3232547279944,45392.0,202009.0,650,90,3.0,3.98,24,0.15,2,3,2,0,0,3,1,
10343,10694,58.0,80129.8897460505,126684.0,570,16,1.0,24.96,60,0.2,1,3,2,1,1,4,0,
10344,10695,44.3232547279944,32605.0,74837.0,453,59,4.0,15.55,12,0.8,1,2,3,1,1,2,1,
10345,10696,40.0,43470.0,127894.0,508,53,1.0,23.07,24,0.39,1,1,3,3,0,2,0,
10346,10697,59.0,80129.8897460505,130694.0,774,117,3.0,2.07,48,0.83,3,3,1,0,0,5,1,
10347,10698,29.0,86494.0,241158.0,337,96,3.0,19.72,48,0.36,3,1,1,1,0,3,0,
10348,10699,23.0,103539.0,88982.0,562,93,4.0,12.08,48,0.65,1,3,1,0,1,5,1,
10349,10700,44.3232547279944,17394.0,25469.0,399,114,1.0,3.99,24,0.28,2,2,2,0,1,1,0,
10350,10701,40.0,80129.8897460505,131814.590994711,588,49,3.0,5.55,24,0.4,3,1,1,1,1,4,0,
10351,10702,66.0,80129.8897460505,101121.0,689,42,3.0,22.92,48,0.67,3,4,1,0,1,4,1,
10352,10703,18.0,74392.0,214146.0,609,49,1.0,6.77,60,0.78,1,2,2,0,1,3,0,
10353,10704,44.3232547279944,32307.0,98339.0,461,74,2.0,15.02,60,0.55,1,2,1,0,0,3,1,
10354,10705,56.0,53870.0,246831.0,333,10,3.0,23.11,12,0.34,3,2,1,1,1,5,1,
10355,10706,44.3232547279944,148404.0,143901.0,607,15,3.0,18.64,60,0.47,3,1,3,1,0,3,1,
10356,10707,28.0,102115.0,80907.0,541,10,4.0,19.34,12,0.48,2,2,3,1,1,3,0,
10357,10708,58.0,32411.0,153909.0,774,81,2.0,23.61,48,0.14,2,2,2,1,0,5,0,
10358,10709,22.0,125835.0,91809.0,724,5,4.0,7.42,48,0.16,1,3,2,0,1,4,0,
10359,10710,22.0,39257.0,10283.0,642,87,3.0,13.98,36,0.48,4,1,3,0,0,3,1,
10360,10711,50.0,30792.0,86732.0,639,30,4.0,12.03,60,0.43,3,1,2,0,2,1,1,
10361,10712,44.0,140505.0,131814.590994711,803,49,3.0,23.04,48,0.38,4,4,1,0,1,3,1,
10362,10713,25.0,139783.0,128586.0,332,42,3.0,12.57,60,0.82,4,1,2,0,0,4,0,
10363,10714,49.0,126708.0,28688.0,479,81,2.0,15.71,24,0.8,3,2,3,0,1,1,0,
10364,10715,40.0,58748.0,197782.0,336,96,2.0,10.52,48,0.57,1,2,1,0,1,1,1,
10365,10716,47.0,80129.8897460505,202958.0,391,49,4.0,6.92,24,0.48,3,1,3,0,1,2,1,
10366,10717,18.0,112621.0,39749.0,710,118,1.0,5.64,48,0.84,1,2,1,1,1,2,1,
10367,10718,35.0,94650.0,120591.0,796,54,1.0,12.76,12,0.45,4,1,1,0,1,1,1,
10368,10719,25.0,32558.0,237459.0,306,29,2.0,12.14,12,0.59,3,3,1,0,1,5,1,
10369,10720,47.0,72188.0,107661.0,368,69,4.0,10.19,24,0.62,3,3,3,0,0,2,1,
10370,10721,30.0,104962.0,81784.0,589,36,4.0,13.84,12,0.32,2,1,3,0,1,1,0,
10371,10722,44.3232547279944,72625.0,199250.0,1097,74,2.0,23.61,60,0.52,3,4,2,1,0,5,1,
10372,10723,30.0,96015.0,131814.590994711,301,59,4.0,12.36,48,0.39,3,3,1,0,0,4,0,
10373,10724,66.0,40100.0,137754.0,308,12,4.0,6.45,60,0.66,2,3,1,0,1,2,1,
10374,10725,65.0,102163.0,227776.0,315,64,2.0,5.76,48,0.83,4,3,2,0,0,3,0,
10375,10726,44.3232547279944,84913.0,75692.0,375,0,3.0,23.27,36,0.22,2,4,3,0,0,4,0,
10376,10727,38.0,78748.0,152959.0,556,55,4.0,14.0743642237595,24,0.22,2,1,1,0,0,1,0,
10377,10728,69.0,80129.8897460505,77530.0,813,19,3.0,18.84,12,0.66,2,2,3,0,1,1,0,
10378,10729,31.0,99908.0,181902.0,682,119,2.0,14.43,24,0.47,1,2,2,1,0,2,0,
10379,10730,66.0,121945.0,131814.590994711,499,74,3.0,13.41,60,0.74,3,4,2,0,0,1,1,
10380,10731,67.0,44507.0,115821.0,681,8,1.0,9.18,48,0.31,2,1,2,1,0,3,1,
10381,10732,34.0,62932.0,131814.590994711,302,92,2.0,17.87,36,0.62,4,1,1,0,0,2,0,
10382,10733,59.0,129632.0,111016.0,327,101,4.0,18.67,24,0.74,4,2,1,0,1,1,1,
10383,10734,39.0,55973.0,162039.0,339,17,3.0,23.75,36,0.26,4,4,1,1,0,2,1,
10384,10735,65.0,92621.0,170517.0,594,12,3.0,11.48,60,0.3,1,1,1,1,0,3,1,
10385,10736,65.0,95986.0,230874.0,411,39,3.0,15.58,60,0.54,4,3,1,0,1,4,0,
10386,10737,44.3232547279944,122302.0,9365.0,365,1,1.0,3.57,24,0.42,3,2,2,0,0,3,1,
10387,10738,69.0,44683.0,61268.0,680,40,4.0,14.0743642237595,24,0.47,2,4,2,1,1,5,1,
10388,10739,64.0,86842.0,31704.0,412,113,2.52142419914303,9.33,60,0.18,3,3,3,0,1,1,0,
10389,10740,69.0,119254.0,131814.590994711,623,66,2.0,24.3,24,0.21,4,1,1,0,1,4,1,
10390,10741,18.0,90647.0,36835.0,848,97,1.0,4.35,60,0.53,3,5,3,1,1,5,0,
10391,10742,44.0,88103.0,44836.0,404,17,2.0,6.53,36,0.31,3,4,2,1,1,2,0,
10392,10743,18.0,115453.0,45438.0,774,40,1.0,11.17,24,0.47,4,1,2,1,0,5,1,
10393,10744,31.0,149400.0,23432.0,841,86,3.0,5.59,48,0.69,4,4,1,1,1,2,1,
10394,10745,47.0,79413.0,184272.0,420,31,3.0,18.68,60,0.7,4,2,2,1,1,2,0,
10395,10746,62.0,60496.0,213916.0,821,91,2.0,8.36,24,0.89,4,2,1,0,0,3,1,
10396,10747,31.0,76081.0,32065.0,477,1,1.0,24.69,48,0.14,1,1,2,1,0,2,0,
10397,10748,37.0,43976.0,107889.0,339,27,1.0,4.06,60,0.28,4,3,2,0,0,1,0,
10398,10749,44.3232547279944,62226.0,122264.0,305,116,2.0,20.29,24,0.58,3,2,1,0,0,2,1,
10399,10750,68.0,137651.0,130727.0,713,17,1.0,3.86,36,0.49,4,3,1,1,1,2,0,
10400,10751,26.0,45430.0,131814.590994711,343,61,1.0,13.86,12,0.89,1,4,2,0,1,4,0,
10401,10752,29.0,25160.0,121059.0,505,48,2.0,10.05,60,0.6,4,2,1,1,1,4,0,
10402,10753,28.0,34021.0,160384.0,414,64,3.0,13.19,12,0.86,1,4,1,0,1,1,0,
10403,10754,47.0,108415.0,89309.0,813,30,1.0,19.77,24,0.52,2,2,3,0,0,2,1,
10404,10755,27.0,116590.0,234879.0,460,91,4.0,14.0743642237595,36,0.37,3,3,1,1,0,1,1,
10405,10756,63.0,65774.0,82370.0,605,4,4.0,5.55,12,0.8,2,3,2,1,1,2,0,
10406,10757,33.0,117713.0,85670.0,498,23,4.0,9.95,24,0.8,1,3,1,0,1,2,1,
10407,10758,60.0,20435.0,113919.0,802,106,2.0,19.27,60,0.6,3,1,1,0,1,3,0,
10408,10759,44.3232547279944,59708.0,162305.0,729,93,3.0,6.62,48,0.39,2,2,1,1,0,3,1,
10409,10760,44.3232547279944,98099.0,26549.0,621,48,1.0,4.44,60,0.24,4,2,3,0,1,1,1,
10410,10761,65.0,86541.0,8945.0,301,107,3.0,2.48,48,0.37,3,1,3,0,1,2,0,
10411,10762,44.3232547279944,71214.0,43594.0,558,5,2.0,17.46,36,0.63,3,4,1,1,0,5,1,
10412,10763,48.0,133567.0,60604.0,695,113,4.0,17.44,24,0.49,4,2,3,1,0,1,0,
10413,10764,44.3232547279944,125565.0,118769.0,584,58,1.0,11.59,60,0.42,2,4,2,0,0,3,1,
10414,10765,44.3232547279944,71303.0,160976.0,328,72,2.0,12.79,12,0.77,1,2,1,0,1,4,0,
10415,10766,37.0,116240.0,163749.0,713,13,4.0,13.0,48,0.24,3,3,1,1,0,5,0,
10416,10767,24.0,105613.0,134847.0,529,113,2.0,13.23,12,0.56,1,3,3,0,0,1,0,
10417,10768,45.0,80577.0,223133.0,419,96,3.0,2.14,48,0.47,4,4,1,0,2,2,0,
10418,10769,22.0,62793.0,51497.0,305,55,1.0,21.53,48,0.52,4,2,2,0,0,1,1,
10419,10771,61.0,79756.0,47037.0,793,22,4.0,24.13,12,0.51,2,4,1,0,1,3,0,
10420,10772,30.0,26741.0,72430.0,778,1,4.0,23.18,60,0.41,2,3,3,1,0,5,1,
10421,10773,44.3232547279944,131675.0,121130.0,551,55,2.0,14.0743642237595,24,0.18,1,2,2,1,0,3,0,
10422,10774,50.0,141001.0,147490.0,566,100,3.0,6.84,24,0.29,3,3,2,1,0,2,0,
10423,10775,44.3232547279944,91231.0,212216.0,785,86,4.0,18.71,24,0.37,4,3,2,0,1,1,1,
10424,10776,44.3232547279944,130101.0,160871.0,474,117,2.0,20.99,36,0.31,2,4,2,1,1,2,1,
10425,10777,34.0,44321.0,213554.0,403,22,2.0,14.0743642237595,24,0.14,2,2,1,0,0,3,1,
10426,10778,44.3232547279944,125685.0,219327.0,795,5,2.0,14.0743642237595,12,0.54,1,4,1,0,0,1,1,
10427,10779,69.0,80129.8897460505,156311.0,347,82,1.0,11.97,24,0.23,1,4,3,0,0,1,0,
10428,10780,24.0,111587.0,174026.0,765,114,2.0,2.92,24,0.9,2,2,2,0,1,2,1,
10429,10781,54.0,61862.0,128456.0,846,8,3.0,23.61,36,0.33,4,3,1,0,0,1,0,
10430,10782,44.3232547279944,22991.0,89367.0,705,40,1.0,3.95,48,0.28,4,4,1,0,0,3,1,
10431,10783,54.0,124405.0,28735.0,508,32,4.0,4.39,36,0.75,2,1,1,1,0,1,1,
10432,10784,54.0,37566.0,131814.590994711,817,59,1.0,3.59,36,0.7,4,4,1,1,0,2,1,
10433,10785,32.0,27617.0,131814.590994711,579,28,3.0,11.29,36,0.79,2,2,3,1,0,3,0,
10434,10786,36.0,59521.0,170089.0,411,84,2.0,20.48,36,0.65,4,1,1,1,0,4,0,
10435,10787,45.0,28109.0,238759.0,1095,48,4.0,4.15,48,0.89,2,3,3,0,0,3,0,
10436,10788,65.0,31176.0,168614.0,668,102,4.0,9.41,36,0.7,4,2,1,0,1,5,0,
10437,10789,27.0,80129.8897460505,26455.0,319,63,2.0,15.05,48,0.48,4,4,1,1,0,3,0,
10438,10790,27.0,127871.0,97802.0,1070,10,3.0,14.72,48,0.42,4,1,2,1,1,2,0,
10439,10791,69.0,32753.0,27556.0,774,107,3.0,12.12,36,0.27,2,3,1,1,0,1,0,
10440,10792,31.0,31276.0,224127.0,357,103,1.0,10.06,24,0.32,3,1,1,1,1,1,1,
10441,10793,47.0,106160.0,225913.0,470,55,1.0,20.97,12,0.37,2,2,1,0,0,3,0,
10442,10794,52.0,18011.0,238658.0,300,24,4.0,13.03,12,0.3,3,3,3,0,0,5,0,
10443,10795,26.0,27337.0,183496.0,750,110,1.0,6.13,12,0.9,1,4,1,0,0,4,0,
10444,10796,23.0,57501.0,55104.0,514,99,3.0,4.86,48,0.79,1,4,2,1,3,4,0,
10445,10797,38.0,125226.0,11620.0,488,65,4.0,14.0743642237595,60,0.74,2,2,1,1,0,3,1,
10446,10798,28.0,60304.0,56170.0,532,4,1.0,3.96,48,0.18,1,4,3,0,0,5,0,
10447,10799,21.0,37141.0,30807.0,468,52,4.0,11.19,36,0.56,2,4,1,0,1,4,0,
10448,10800,23.0,128817.0,129144.0,511,11,2.0,15.73,24,0.52,4,1,2,0,0,1,0,
10449,10801,44.3232547279944,64440.0,223943.0,397,12,4.0,13.22,24,0.83,1,1,2,0,0,5,0,
10450,10802,47.0,17779.0,238905.0,470,82,1.0,2.04,36,0.69,1,1,1,0,1,1,1,
10451,10803,44.3232547279944,80129.8897460505,77332.0,729,111,4.0,16.26,36,0.26,1,2,1,0,1,4,0,
10452,10804,66.0,117305.0,82897.0,1009,74,1.0,11.42,36,0.62,4,4,2,1,0,5,0,
10453,10805,46.0,19897.0,135535.0,792,36,1.0,10.99,60,0.74,2,3,2,1,0,4,1,
10454,10806,67.0,55224.0,144079.0,787,31,3.0,2.18,36,0.29,1,4,2,0,0,1,0,
10455,10807,32.0,58049.0,204700.0,531,40,3.0,14.0743642237595,24,0.82,2,2,1,0,0,3,1,
10456,10808,33.0,132839.0,60655.0,650,30,3.0,5.45,48,0.68,1,4,1,1,0,2,1,
10457,10809,60.0,100773.0,218067.0,792,101,3.0,2.29,24,0.11,1,4,1,0,3,3,0,
10458,10810,34.0,123624.0,27669.0,344,20,3.0,11.9,36,0.76,3,3,2,1,0,5,1,
10459,10811,42.0,72263.0,59627.0,738,62,2.0,24.54,36,0.7,4,4,2,1,1,4,0,
10460,10812,31.0,75541.0,200025.0,437,118,4.0,4.36,36,0.8,1,3,2,0,0,3,0,
10461,10813,44.3232547279944,83761.0,148672.0,1026,75,4.0,22.89,12,0.58,1,2,1,0,1,1,1,
10462,10814,30.0,86982.0,131814.590994711,1078,91,4.0,23.41,12,0.69,4,2,2,0,1,5,1,
10463,10815,34.0,80129.8897460505,60127.0,429,1,2.0,17.51,12,0.31,4,1,1,1,1,4,0,
10464,10816,63.0,53052.0,211996.0,637,77,2.0,12.54,24,0.37,1,3,1,1,3,1,0,
10465,10817,56.0,79279.0,6384.0,375,23,4.0,14.39,36,0.8,1,3,1,0,1,5,1,
10466,10818,60.0,15627.0,54375.0,791,5,3.0,13.45,60,0.86,1,2,2,1,0,1,1,
10467,10819,36.0,30834.0,154579.0,488,7,1.0,2.54,48,0.64,4,2,1,0,1,2,1,
10468,10820,60.0,80129.8897460505,9204.0,616,41,3.0,9.19,48,0.72,4,2,2,1,0,1,1,
10469,10821,24.0,18714.0,237834.0,592,115,4.0,10.55,60,0.58,1,4,1,0,0,2,1,
10470,10822,33.0,72870.0,16137.0,831,63,2.0,2.63,48,0.3,2,4,3,1,0,5,1,
10471,10823,52.0,29434.0,113721.0,517,8,2.0,11.94,48,0.68,2,2,1,1,0,2,1,
10472,10824,45.0,32407.0,174178.0,595,104,1.0,2.68,36,0.44,4,3,1,0,0,2,0,
10473,10825,56.0,127651.0,232184.0,668,58,1.0,14.0743642237595,48,0.13,3,1,2,1,1,4,1,
10474,10826,41.0,97733.0,109595.0,698,27,2.0,3.13,60,0.82,4,4,1,0,0,2,0,
10475,10827,60.0,143970.0,228383.0,440,19,2.0,6.7,48,0.52,1,3,3,1,1,2,1,
10476,10828,40.0,120344.0,56710.0,717,21,3.0,7.36,24,0.16,4,4,1,0,1,2,0,
10477,10829,44.3232547279944,22065.0,241883.0,680,59,4.0,14.08,60,0.7,3,2,1,1,1,2,1,
10478,10830,44.3232547279944,20484.0,227309.0,651,13,2.0,19.31,12,0.41,2,4,1,0,0,3,0,
10479,10831,44.3232547279944,28466.0,211355.0,642,77,2.0,21.44,48,0.66,4,3,2,0,1,4,1,
10480,10832,44.3232547279944,40237.0,131814.590994711,506,14,4.0,14.0743642237595,12,0.15,1,3,2,1,1,4,1,
10481,10833,50.0,114947.0,37488.0,524,33,2.0,16.05,36,0.38,2,4,1,0,1,2,0,
10482,10834,45.0,98208.0,201925.0,579,86,2.0,14.43,36,0.3,2,1,2,0,0,4,0,
10483,10835,48.0,32104.0,242668.0,431,35,4.0,12.45,12,0.41,1,4,1,1,1,4,1,
10484,10836,45.0,121676.0,44522.0,651,14,1.0,18.07,36,0.7,4,1,1,0,1,1,0,
10485,10837,52.0,130752.0,157907.0,656,68,2.0,5.76,24,0.21,3,3,3,1,0,1,0,
10486,10838,60.0,54912.0,209661.0,390,94,3.0,18.41,24,0.46,1,2,3,1,0,2,1,
10487,10839,19.0,144064.0,40025.0,1006,88,1.0,15.03,36,0.84,3,4,3,1,1,1,1,
10488,10840,21.0,104438.0,128961.0,546,48,2.52142419914303,15.41,12,0.88,3,3,2,0,0,4,0,
10489,10841,44.3232547279944,35293.0,218458.0,450,12,4.0,20.5,60,0.6,2,3,1,3,1,5,0,
10490,10842,53.0,92128.0,171738.0,829,12,1.0,5.63,48,0.33,1,2,3,1,0,2,0,
10491,10843,29.0,76596.0,161843.0,374,105,4.0,19.31,48,0.21,2,2,2,1,1,4,1,
10492,10844,44.3232547279944,63225.0,27942.0,504,85,4.0,19.28,60,0.47,3,1,1,1,1,3,1,
10493,10845,56.0,57234.0,76519.0,1043,4,3.0,22.36,48,0.21,3,2,2,0,0,1,1,
10494,10846,66.0,56774.0,58742.0,830,102,3.0,4.04,24,0.18,4,1,1,1,3,3,0,
10495,10847,61.0,101474.0,198273.0,839,35,2.0,13.19,12,0.86,1,3,1,0,1,2,1,
10496,10848,21.0,127931.0,203165.0,839,104,3.0,14.58,48,0.5,3,1,3,1,0,5,0,
10497,10849,30.0,75040.0,13683.0,448,111,2.0,5.19,48,0.21,4,1,3,0,0,2,0,
10498,10850,40.0,52985.0,151978.0,663,42,4.0,17.44,60,0.25,2,3,2,1,1,4,0,
10499,10851,19.0,134048.0,44976.0,825,94,1.0,17.77,60,0.73,4,2,1,0,1,2,1,
10500,10852,46.0,40886.0,133864.0,1059,48,2.0,23.52,12,0.33,4,4,1,1,0,5,1,
10501,10853,29.0,66861.0,195986.0,817,16,3.0,20.9,36,0.86,3,1,1,0,1,3,0,
10502,10854,47.0,103179.0,46466.0,613,87,2.0,17.73,60,0.19,1,2,2,0,1,1,0,
10503,10855,50.0,38236.0,20941.0,709,84,4.0,11.33,60,0.67,1,3,2,1,0,2,1,
10504,10856,39.0,95461.0,61863.0,829,105,4.0,19.26,12,0.7,4,4,1,0,0,5,0,
10505,10857,40.0,136905.0,154574.0,306,4,4.0,6.46,12,0.69,3,3,1,0,1,3,1,
10506,10858,52.0,98222.0,131814.590994711,665,27,3.0,14.0743642237595,24,0.56,2,4,2,1,1,1,1,
10507,10859,18.0,65298.0,103332.0,636,44,1.0,6.56,60,0.7,3,2,2,0,0,4,0,
10508,10860,48.0,48545.0,39837.0,424,45,2.0,20.87,24,0.31,1,4,1,0,1,1,0,
10509,10861,44.3232547279944,18159.0,204281.0,1068,11,4.0,17.65,60,0.28,4,4,2,3,1,3,1,
10510,10862,67.0,104590.0,128799.0,626,49,2.0,22.63,36,0.75,2,4,1,1,1,2,0,
10511,10863,19.0,89257.0,223295.0,434,110,1.0,16.76,48,0.86,2,4,2,1,0,4,1,
10512,10864,53.0,141500.0,237928.0,515,36,1.0,13.45,36,0.2,1,1,3,1,1,3,1,
10513,10865,48.0,139265.0,92859.0,371,40,1.0,10.86,36,0.12,4,4,1,0,0,1,1,
10514,10866,26.0,22966.0,11178.0,843,59,3.0,23.6,36,0.44,1,4,2,0,0,1,0,
10515,10868,20.0,79920.0,97098.0,497,84,2.0,21.46,12,0.75,2,2,1,0,1,4,0,
10516,10869,39.0,91308.0,131814.590994711,330,32,2.0,20.82,24,0.75,2,3,2,0,1,5,0,
10517,10870,29.0,72041.0,13629.0,654,61,4.0,15.02,24,0.6,1,1,1,1,0,1,0,
10518,10871,30.0,110772.0,154748.0,555,110,3.0,14.0743642237595,24,0.86,4,1,3,0,1,5,1,
10519,10872,26.0,90470.0,191298.0,769,7,1.0,11.21,24,0.55,2,3,1,0,0,5,1,
10520,10873,28.0,26847.0,30508.0,755,41,3.0,16.36,48,0.82,2,3,1,0,0,4,0,
10521,10874,53.0,80129.8897460505,42186.0,342,41,3.0,8.51,60,0.25,3,1,1,1,1,5,1,
10522,10875,51.0,41927.0,28581.0,431,0,1.0,21.45,48,0.28,3,2,2,1,0,4,0,
10523,10876,44.3232547279944,80129.8897460505,41034.0,764,81,3.0,4.54,24,0.67,1,4,3,1,2,5,0,
10524,10877,50.0,84614.0,176523.0,305,39,1.0,15.82,60,0.76,1,2,2,0,1,5,0,
10525,10878,33.0,115750.0,131814.590994711,838,67,2.0,2.81,36,0.31,3,3,1,1,1,2,0,
10526,10879,44.3232547279944,133531.0,214064.0,348,22,4.0,19.82,24,0.38,4,1,1,1,0,5,1,
10527,10880,68.0,132704.0,131814.590994711,803,9,1.0,3.89,12,0.76,3,3,3,1,0,5,0,
10528,10881,52.0,70728.0,190902.0,536,26,1.0,9.44,48,0.88,2,3,1,0,1,3,1,
10529,10882,44.0,92618.0,243757.0,643,5,3.0,17.03,12,0.27,3,1,1,1,1,2,1,
10530,10883,19.0,70806.0,168272.0,806,54,3.0,7.64,36,0.37,3,4,3,1,1,3,0,
10531,10884,44.3232547279944,141076.0,69476.0,469,106,3.0,13.1,48,0.35,2,4,2,0,1,3,1,
10532,10885,21.0,33579.0,139924.0,761,96,1.0,17.57,12,0.39,2,3,2,1,1,2,0,
10533,10886,47.0,22388.0,165547.0,842,83,2.0,22.53,60,0.73,4,1,1,1,1,1,1,
10534,10887,44.3232547279944,51989.0,59586.0,578,55,3.0,19.83,48,0.34,4,2,2,0,1,1,1,
10535,10888,37.0,15930.0,158844.0,841,22,2.0,14.0743642237595,48,0.54,4,2,2,0,1,2,0,
10536,10890,29.0,57412.0,69746.0,342,9,4.0,17.57,48,0.81,3,2,3,0,0,5,0,
10537,10891,53.0,18425.0,206335.0,364,103,1.0,3.4,48,0.81,3,4,1,0,1,4,1,
10538,10892,31.0,43668.0,141320.0,409,87,4.0,15.66,60,0.39,4,3,2,1,0,2,1,
10539,10893,38.0,41277.0,202503.0,837,48,4.0,21.64,24,0.74,4,2,2,1,1,4,0,
10540,10894,44.3232547279944,60515.0,92135.0,844,21,2.0,24.04,60,0.7,4,2,2,0,0,4,0,
10541,10895,61.0,138588.0,116008.0,701,79,3.0,16.77,24,0.16,1,3,1,1,1,2,0,
10542,10896,59.0,24680.0,8650.0,319,111,2.0,9.45,12,0.69,1,1,3,0,0,4,0,
10543,10897,44.0,127173.0,229544.0,359,118,3.0,15.83,48,0.49,1,1,2,1,0,2,0,
10544,10898,66.0,80129.8897460505,49985.0,471,44,1.0,23.29,24,0.37,1,2,1,0,1,2,0,
10545,10899,38.0,17637.0,149737.0,620,13,3.0,21.14,60,0.77,1,4,1,0,1,4,0,
10546,10900,35.0,107214.0,56642.0,737,43,1.0,11.56,60,0.61,2,1,2,1,0,2,0,
10547,10901,53.0,27788.0,51787.0,350,17,1.0,8.17,60,0.88,1,2,1,0,0,2,1,
10548,10902,42.0,27345.0,131814.590994711,334,76,3.0,13.32,24,0.26,1,1,3,1,0,4,0,
10549,10903,44.3232547279944,119946.0,102333.0,806,67,2.52142419914303,14.4,12,0.4,1,2,2,1,1,4,0,
10550,10904,64.0,149164.0,161231.0,562,74,3.0,12.89,24,0.55,4,4,3,0,0,3,1,
10551,10905,32.0,33383.0,192060.0,583,6,3.0,9.62,24,0.32,4,1,3,0,1,1,0,
10552,10906,26.0,25345.0,131814.590994711,752,24,3.0,21.68,12,0.3,2,4,3,1,0,4,0,
10553,10907,33.0,80129.8897460505,113571.0,768,67,2.52142419914303,21.41,60,0.36,2,4,1,0,1,1,0,
10554,10908,41.0,16630.0,247088.0,345,2,1.0,21.23,36,0.14,3,2,3,1,1,3,0,
10555,10909,63.0,49557.0,154641.0,447,81,3.0,7.12,36,0.57,1,2,2,0,0,4,1,
10556,10910,47.0,80129.8897460505,210274.0,790,0,3.0,10.65,36,0.28,3,3,2,2,1,2,1,
10557,10911,58.0,80129.8897460505,90922.0,575,2,1.0,7.5,24,0.44,2,1,2,0,0,5,0,
10558,10912,22.0,51989.0,222522.0,501,3,1.0,15.54,24,0.88,3,2,1,0,1,2,1,
